Date,AUD/USD,GBP/USD,CAD/USD,NLG/USD,FRF/USD,DEM/USD,JPY/USD,CHF/USD
3/14/1997,1.253446979,0.624141805,1.3636,1.908,5.7212,1.6962,123.46,1.4582
3/17/1997,1.260239445,0.628930818,1.3694,1.9025,5.704,1.6903,123.65,1.4585
3/18/1997,1.272264631,0.629326621,1.3746,1.8845,5.6468,1.6731,122.45,1.4395
3/19/1997,1.272264631,0.626252505,1.379,1.8955,5.6787,1.6829,122.8,1.4469
3/20/1997,1.270486596,0.627037873,1.3795,1.9025,5.6995,1.689,123.59,1.4494
3/21/1997,1.275347532,0.624414611,1.3802,1.9002,5.6947,1.6882,122.82,1.4595
3/24/1997,1.270648031,0.618390947,1.378,1.8975,5.691,1.6877,122.93,1.4564
3/25/1997,1.279263144,0.618352708,1.3779,1.903,5.708,1.6921,123.9,1.4675
3/26/1997,1.277139208,0.614401573,1.3746,1.903,5.703,1.6917,NA,1.4651
3/27/1997,1.279426817,0.613045611,1.377,1.8866,5.652,1.6753,123.65,1.449
3/28/1997,1.276324186,0.612932884,1.381,1.8878,5.6495,1.6788,123.9,1.4505
3/31/1997,1.275510204,0.607976654,1.3835,1.8755,5.6165,1.6678,123.72,1.4383
4/1/97,1.269680041,0.606612072,1.3865,1.8794,5.626,1.671,122.7,1.4427
4/2/97,1.274697259,0.608828006,1.3877,1.8864,5.647,1.6751,122.72,1.4445
4/3/97,1.283697048,0.607533414,1.3887,1.8787,5.626,1.6693,122.8,1.4335
4/4/97,1.289490651,0.610165355,1.3923,1.8918,5.659,1.6802,124.27,1.4422
4/7/97,1.288327751,0.614363826,1.3894,1.9224,5.75,1.7086,125.67,1.4648
4/8/97,1.280409731,0.616029077,1.388,1.9242,5.755,1.7115,126.08,1.4692
4/9/97,1.275835672,0.616522811,1.3882,1.9375,5.7995,1.7243,NA,1.477
4/10/97,1.279754287,0.616142945,1.3916,1.9323,5.782,1.7181,125.95,1.4704
4/11/97,1.272264631,0.615574023,1.3976,1.9385,5.8,1.7238,126.04,1.466
4/14/1997,1.283697048,0.61633282,1.3985,1.9387,5.801,1.7245,126.48,1.4689
4/15/1997,1.289490651,0.615195325,1.3967,1.9497,5.83,1.7339,126.35,1.4693
4/16/1997,1.296008294,0.61633282,1.3978,1.9425,5.811,1.729,125.75,1.4715
4/17/1997,1.292824822,0.613120785,1.3975,1.9387,5.807,1.7245,126.05,1.469
4/18/1997,1.291989664,0.612932884,1.3994,1.927,5.7735,1.7125,125.88,1.4589
4/21/1997,1.288659794,0.611508592,1.3978,1.916,5.7525,1.7032,125.66,1.4496
4/22/1997,1.285347044,0.611172228,1.3957,1.928,5.7885,1.7147,126.25,1.4596
4/23/1997,1.287830006,0.616788996,1.3942,1.9265,5.776,1.7123,NA,1.4624
4/24/1997,1.289490651,0.615384615,1.3928,1.93,5.79,1.7165,125.96,1.4615
4/25/1997,1.287332647,0.615953188,1.3966,1.9406,5.824,1.7246,125.88,1.469
4/28/1997,1.282544568,0.616067028,1.3995,1.9448,5.826,1.7289,126.68,1.469
4/29/1997,1.281394157,0.613045611,1.3979,1.9393,5.816,1.7227,126.81,1.4668
4/30/1997,1.282873637,0.617283951,1.3971,1.95,5.8375,1.733,127.03,1.4745
5/1/97,1.274697259,0.615839389,1.3895,1.9355,5.801,1.7207,126.64,1.4685
5/2/97,1.275510204,0.61671292,1.3833,1.9428,5.8235,1.727,126.57,1.47
5/5/97,1.282051282,0.617283951,1.3813,1.947,5.844,1.7317,126.7,1.4741
5/6/97,1.286670098,0.610687023,1.3781,1.9367,5.811,1.7225,125.45,1.4615
5/7/97,1.287995878,0.611097531,1.3817,1.937,5.806,1.7215,NA,1.4621
5/8/97,1.282051282,0.617283951,1.3835,1.921,5.759,1.7079,123.85,1.444
5/9/97,1.284686536,0.616903146,1.391,1.8983,5.6992,1.6903,120.73,1.423
5/12/97,1.284191601,0.615953188,1.39,1.917,5.7435,1.7038,118.95,1.4385
5/13/1997,1.287498391,0.612782646,1.3862,1.9095,5.717,1.6972,118.75,1.4376
5/14/1997,1.285347044,0.609756098,1.3856,1.9125,5.727,1.7001,118.33,1.4395
5/15/1997,1.287830006,0.610314312,1.3791,1.9105,5.722,1.6987,116.28,1.4355
5/16/1997,1.290655653,0.61218243,1.3705,1.9045,5.705,1.6929,115.43,1.4205
5/19/1997,1.291489087,0.610500611,1.372,1.923,5.7585,1.7105,116.05,1.4288
5/20/1997,1.291655903,0.608346514,1.375,1.9065,5.712,1.6961,113.8,1.4075
5/21/1997,1.275510204,0.607348922,1.3667,1.9025,5.698,1.6918,NA,1.406
5/22/1997,1.282873637,0.615953188,1.3717,1.9055,5.711,1.6943,115.96,1.4145
5/23/1997,1.307189542,0.612594952,1.3751,1.903,5.699,1.6927,115.8,1.4048
5/27/1997,1.308900524,0.613873542,1.3823,1.9109,5.736,1.6993,116.45,1.4165
5/28/1997,1.309757695,0.610426077,1.3843,1.906,5.725,1.6939,115.52,1.4162
5/29/1997,1.308215594,0.609570253,1.3817,1.9125,5.7425,1.6995,116.21,1.412
5/30/1997,1.31061599,0.611246944,1.3798,1.9213,5.772,1.709,116.4,1.4145
6/2/97,1.319261214,0.611882763,1.3781,1.9434,5.8255,1.7283,116.74,1.4285
6/3/97,1.315270288,0.611920206,1.374,1.9444,5.8265,1.7284,116.15,1.4383
6/4/97,1.318044023,0.614552606,1.376,1.9487,5.84,1.7312,116.3,1.4481
6/5/97,1.314060447,0.61244488,1.3764,1.9466,5.833,1.73,NA,1.4482
6/6/97,1.314405889,0.614250614,1.384,1.9472,5.8405,1.73,115.4,1.454
6/9/97,1.313370108,0.611433812,1.3865,1.9225,5.774,1.7086,112.63,1.4377
6/10/97,1.31302521,0.610426077,1.3862,1.934,5.815,1.72,112.6,1.4445
6/11/97,1.319435282,0.610873549,1.387,1.9306,5.808,1.7171,111.42,1.4375
6/12/97,1.329080276,0.611545988,1.3825,1.9393,5.818,1.7248,113.98,1.4413
6/13/1997,1.331026221,0.610873549,1.3804,1.9466,5.8387,1.7305,113.5,1.4405
6/16/1997,1.336005344,0.611359051,1.3845,1.9465,5.8382,1.7308,113.49,1.4416
6/17/1997,1.333333333,0.610314312,1.386,1.9505,5.8465,1.734,113.35,1.4465
6/18/1997,1.332445037,0.610351563,1.3873,1.9489,5.847,1.7329,113.5,1.4478
6/19/1997,1.33386688,0.606796117,1.3882,1.9405,5.8185,1.7244,NA,1.4363
6/20/1997,1.328903654,0.604704602,1.3925,1.9462,5.836,1.7298,114.62,1.4399
6/23/1997,1.329787234,0.599232982,1.3895,1.9365,5.8035,1.7204,115.3,1.4328
6/24/1997,1.331912627,0.600853212,1.3916,1.9425,5.8235,1.7264,114.8,1.4393
6/25/1997,1.331026221,0.601503759,1.3948,1.942,5.824,1.7258,113.95,1.4383
6/26/1997,1.334222815,0.600240096,1.3817,1.9455,5.826,1.7272,113.23,1.4382
6/27/1997,1.341381623,0.601684717,1.3815,1.955,5.858,1.7376,114.67,1.4496
6/30/1997,1.324503311,0.600600601,1.381,1.963,5.8752,1.7438,114.61,1.4606
7/1/97,1.328197636,0.603354652,1.3803,1.9609,5.868,1.7421,114.93,1.459
7/2/97,1.328903654,0.599880024,1.377,1.9755,5.909,1.7529,114.52,1.4719
7/3/97,1.326787847,0.592241635,1.3736,1.9697,5.897,1.7498,NA,1.466
7/7/97,1.344989913,0.592768228,1.3762,1.9679,5.896,1.7491,112.6,1.459
7/8/97,1.338688086,0.592241635,1.3745,1.9808,5.934,1.7587,112.76,1.4655
7/9/97,1.342281879,0.593824228,1.373,1.9837,5.946,1.7615,112.97,1.4602
7/10/97,1.34589502,0.592381968,1.3736,1.9728,5.9218,1.7518,113.08,1.4498
7/11/97,1.350621286,0.590493062,1.3705,1.9933,5.979,1.7704,113.88,1.4601
7/14/1997,1.358695652,0.592346878,1.369,2.0125,6.043,1.7885,113.76,1.472
7/15/1997,1.361841209,0.596480763,1.3708,2.029,6.0855,1.8029,115.87,1.4803
7/16/1997,1.359619307,0.597193192,1.3736,2.0258,6.073,1.7987,116.28,1.4832
7/17/1997,1.359249694,0.597014925,1.3781,2.0185,6.054,1.7922,116.13,1.4815
7/18/1997,1.34589502,0.596623113,1.3746,2.0148,6.0475,1.7885,NA,1.473
7/21/1997,1.349527665,0.596089652,1.3746,2.021,6.06,1.795,115.88,1.4755
7/22/1997,1.352082207,0.597228858,1.3818,2.0467,6.124,1.8193,115.68,1.49
7/23/1997,1.357588922,0.595983074,1.3812,2.0536,6.146,1.8241,115.85,1.484
7/24/1997,1.355932203,0.597764361,1.3832,2.0595,6.171,1.8298,115.95,1.4995
7/25/1997,1.356483993,0.601395237,1.3848,2.0665,6.188,1.8348,116.75,1.515
7/28/1997,1.361470388,0.613798183,1.3865,2.0816,6.2265,1.8482,117.76,1.52
7/29/1997,1.342281879,0.614439324,1.3855,2.067,6.175,1.8321,118,1.517
7/30/1997,1.342822613,0.616903146,1.3813,2.066,6.1828,1.8374,118.33,1.515
7/31/1997,1.342101731,0.610202587,1.382,2.074,6.196,1.8379,118.37,1.5145
8/1/97,1.352630867,0.61169562,1.3891,2.099,6.2817,1.8646,NA,1.526
8/4/97,1.354096141,0.614137444,1.3798,2.1,6.2935,1.8645,118.34,1.5255
8/5/97,1.352813853,0.615384615,1.3815,2.1177,6.3475,1.881,119.26,1.536
8/6/97,1.358695652,0.624687656,1.3871,2.117,6.3491,1.8786,118.65,1.5317
8/7/97,1.36369835,0.62992126,1.3875,2.1079,6.3014,1.8702,118.4,1.5295
8/8/97,1.362954886,0.630914826,1.3928,2.0801,6.223,1.8458,115.3,1.507
8/11/97,1.357220413,0.628851717,1.3933,2.0915,6.2595,1.8568,115.85,1.523
8/12/97,1.354829969,0.633914422,1.3932,2.1035,6.2925,1.8675,116.21,1.5285
8/13/1997,1.343183345,0.631911532,1.3926,2.0675,6.1835,1.835,115.78,1.5101
8/14/1997,1.34643867,0.630318311,1.3907,2.0755,6.212,1.8417,117.75,1.5195
8/15/1997,1.346257404,0.62150404,1.3903,2.03,6.1425,1.8237,NA,1.5055
8/18/1997,1.353729525,0.621581303,1.3887,2.0535,6.145,1.8236,117.81,1.512
8/19/1997,1.348617667,0.623635797,1.3951,2.074,6.205,1.8423,118.45,1.5165
8/20/1997,1.347345729,0.628022358,1.3939,2.0905,6.255,1.8562,118.08,1.527
8/21/1997,1.336362421,0.628733103,1.3955,2.0755,6.212,1.8426,117.78,1.5165
8/22/1997,1.336541032,0.621851875,1.3948,2.0425,6.112,1.8145,117.26,1.4978
8/25/1997,1.339943722,0.62297533,1.3917,2.041,6.133,1.8205,118.73,1.4996
8/26/1997,1.339584729,0.620308914,1.3951,2.0255,6.0562,1.7971,118.32,1.4875
8/27/1997,1.351351351,0.621002298,1.3917,2.0397,6.094,1.8104,118.88,1.4965
8/28/1997,1.357773252,0.618888476,1.3878,2.0246,6.047,1.7975,118.75,1.4833
8/29/1997,1.361470388,0.61716966,1.389,2.0328,6.075,1.805,NA,1.4889
9/2/97,1.376462491,0.629049506,1.3845,2.0651,6.17,1.833,121.55,1.506
9/3/97,1.377790025,0.631074088,1.3837,2.0448,6.1044,1.8148,121.03,1.4986
9/4/97,1.365933616,0.630715863,1.3858,2.0472,6.114,1.818,120.72,1.497
9/5/97,1.368363437,0.628140704,1.3824,2.027,6.056,1.8001,121.09,1.4753
9/8/97,1.369863014,0.63183168,1.383,2.0375,6.086,1.8084,121.02,1.4875
9/9/97,1.369863014,0.629643622,1.3845,2.0415,6.095,1.812,119.05,1.4885
9/10/97,1.375515818,0.629326621,1.3852,2.0255,6.042,1.7978,119.26,1.4774
9/11/97,1.388888889,0.626252505,1.392,2.0052,5.984,1.7815,119.58,1.471
9/12/97,1.386001386,0.621697233,1.3935,1.9976,5.9604,1.7715,120.93,1.4662
9/15/1997,1.389081817,0.62336367,1.3922,1.9843,5.921,1.7604,NA,1.4494
9/16/1997,1.395673412,0.627313217,1.3914,1.988,5.932,1.768,121.1,1.448
9/17/1997,1.396063102,0.625586487,1.3888,1.9955,5.951,1.7721,120.99,1.4593
9/18/1997,1.395673412,0.619693871,1.3911,2.0023,5.971,1.778,121.98,1.4665
9/19/1997,1.388310426,0.620655412,1.3902,1.9958,5.953,1.7717,121.93,1.4588
9/22/1997,1.389854065,0.624024961,1.389,2.0198,6.0275,1.7955,122.25,1.4726
9/23/1997,1.389854065,0.62053987,1.3903,2.0232,6.036,1.7956,121.53,1.4745
9/24/1997,1.387732445,0.621002298,1.3875,1.998,5.9625,1.7759,120.4,1.4601
9/25/1997,1.378359752,0.614288347,1.3842,1.9916,5.94,1.7686,121.3,1.4578
9/26/1997,1.383700014,0.621118012,1.3839,1.982,5.9168,1.7619,120.87,1.453
9/29/1997,1.390820584,0.61950192,1.3848,1.9805,5.9085,1.7584,NA,1.451
9/30/1997,1.379310345,0.620462865,1.3824,1.9902,5.9335,1.7671,120.71,1.4548
10/1/97,1.373626374,0.619386807,1.3791,1.9997,5.963,1.7754,120.8,1.4609
10/2/97,1.373060552,0.619770685,1.3747,1.9964,5.957,1.7721,121.8,1.456
10/3/97,1.374570447,0.619962802,1.3713,1.9815,5.918,1.759,121.93,1.4491
10/6/97,1.382170007,0.619962802,1.3718,1.9861,5.925,1.7629,121.93,1.4521
10/7/97,1.379310345,0.617474529,1.373,1.9759,5.895,1.7539,122.01,1.445
10/8/97,1.372683596,0.616979269,1.3727,1.9745,5.8875,1.7533,121.09,1.4455
10/9/97,1.359434475,0.615574023,1.3747,1.9645,5.86,1.7436,121.18,1.4561
10/10/97,1.358695652,0.617017338,1.3795,1.9733,5.8815,1.7534,120.13,1.4572
10/14/1997,1.357957632,0.617398284,1.3826,1.9765,5.885,1.7545,NA,1.4615
10/15/1997,1.365187713,0.615953188,1.3865,1.9707,5.8675,1.7495,121.31,1.458
10/16/1997,1.353912808,0.6177797,1.387,1.967,5.8545,1.7447,119.87,1.4558
10/17/1997,1.365187713,0.619386807,1.386,1.9982,5.948,1.7734,120.19,1.4755
10/20/1997,1.370801919,0.613609867,1.385,1.9976,5.941,1.7724,121.4,1.4732
10/21/1997,1.383125864,0.612070021,1.389,2.0152,5.993,1.7892,120.66,1.4885
10/22/1997,1.416430595,0.612070021,1.3915,2.0095,5.9775,1.7835,120.71,1.4793
10/23/1997,1.42551675,0.612857756,1.3895,1.9967,5.9487,1.7732,121.67,1.4685
10/24/1997,1.428571429,0.61173304,1.392,1.9985,5.9415,1.7741,121.73,1.4636
10/27/1997,1.447178003,0.604302635,1.3981,1.9857,5.905,1.7625,121.87,1.4552
10/28/1997,1.423487544,0.596801146,1.409,1.9491,5.7935,1.7291,NA,1.4115
10/29/1997,1.420454545,0.598050356,1.4015,1.9555,5.8065,1.7366,120.53,1.4178
10/30/1997,1.426940639,0.600420294,1.4075,1.947,5.783,1.726,120.68,1.4059
10/31/1997,1.422475107,0.595734541,1.4099,1.9415,5.767,1.722,120.39,1.3995
11/3/97,1.404494382,0.59655193,1.4065,1.958,5.8125,1.7373,121.04,1.4134
11/4/97,1.419446416,0.594106464,1.4039,1.9437,5.7765,1.7237,121.83,1.407
11/5/97,1.422475107,0.596125186,1.4005,1.9422,5.773,1.7218,122.56,1.4073
11/6/97,1.43307538,0.591016548,1.4025,1.9373,5.7613,1.72,123.16,1.405
11/7/97,1.44092219,0.591540964,1.4095,1.9245,5.7225,1.708,123.97,1.3958
11/10/97,1.43472023,0.591961167,1.4071,1.9292,5.721,1.712,124.15,1.3912
11/12/97,1.441961067,0.58702671,1.409,1.945,5.78,1.7236,NA,1.3998
11/13/1997,1.43636886,0.587889477,1.4082,1.9394,5.7615,1.7208,125.93,1.3975
11/14/1997,1.436781609,0.590632567,1.4127,1.9525,5.801,1.732,126.78,1.4065
11/17/1997,1.43081986,0.590632567,1.4149,1.954,5.805,1.7338,125.85,1.4096
11/18/1997,1.430615165,0.58979652,1.4145,1.9445,5.7775,1.7252,125.85,1.4035
11/19/1997,1.450957632,0.591331086,1.4155,1.9526,5.8005,1.735,127.22,1.4043
11/20/1997,1.453065969,0.59084195,1.421,1.9549,5.8065,1.7338,126.81,1.4083
11/21/1997,1.430615165,0.591996211,1.417,1.9675,5.8508,1.7466,125.85,1.4182
11/24/1997,1.441337561,0.591715976,1.421,1.9585,5.82,1.737,127.07,1.4055
11/25/1997,1.456664239,0.595060994,1.418,1.9655,5.838,1.7444,127.45,1.4073
11/26/1997,1.463057791,0.597550045,1.4245,1.9854,5.8925,1.7605,NA,1.418
11/28/1997,1.465201465,0.592241635,1.4245,1.9882,5.902,1.765,127.74,1.4255
12/1/97,1.477104874,0.59435364,1.4245,2.0029,5.9473,1.777,129.15,1.433
12/2/97,1.477104874,0.59463638,1.4218,2.001,5.9429,1.7753,128.77,1.4331
12/3/97,1.479289941,0.593824228,1.418,1.9942,5.921,1.7701,128.72,1.4285
12/4/97,1.485442662,0.598623167,1.4227,1.9948,5.9255,1.7706,129.4,1.4308
12/5/97,1.489868892,0.602954477,1.423,2.0083,5.9675,1.7824,130.2,1.439
12/8/97,1.49142431,0.607090821,1.4223,2.0132,5.9805,1.7868,130.5,1.4525
12/9/97,1.498127341,0.605033882,1.4224,2.0194,5.998,1.7916,129.8,1.457
12/10/97,1.500375094,0.606244316,1.4242,2.0116,5.975,1.7854,129.09,1.446
12/11/97,1.501501502,0.604156597,1.4241,2.0003,5.924,1.7702,NA,1.4335
12/12/97,1.508295626,0.606023877,1.4208,1.9984,5.939,1.7728,130.73,1.4333
12/15/1997,1.522997259,0.612257393,1.4212,1.9969,5.9352,1.7722,131.08,1.4305
12/16/1997,1.540832049,0.612519907,1.4237,2.0085,5.975,1.7836,130.87,1.4415
12/17/1997,1.514004542,0.605803598,1.4229,1.995,5.931,1.7697,127,1.4343
12/18/1997,1.523229246,0.60114217,1.4245,2.01,5.9453,1.7753,128.53,1.4394
12/19/1997,1.531393568,0.599376648,1.4328,1.9943,5.924,1.7687,129.1,1.4278
12/22/1997,1.533036946,0.601793344,1.4345,2.0057,5.9591,1.7802,130.38,1.438
12/23/1997,1.523229246,0.599520384,1.4364,1.9995,5.937,1.7743,130,1.4338
12/24/1997,1.524855139,0.59970015,1.4355,1.998,5.931,1.7732,130.06,1.4346
12/26/1997,1.524622656,0.598981731,1.4356,1.999,5.939,1.7749,NA,1.4342
12/29/1997,1.529051988,0.599412576,1.4398,2.0145,5.9819,1.7875,130.05,1.4474
12/30/1997,1.534448366,0.604156597,1.4365,2.0194,5.995,1.792,130.05,1.4558
12/31/1997,1.534919417,0.608753881,1.4288,2.0278,6.019,1.7991,130.45,1.461
1/2/98,1.538461538,0.609124688,1.4255,2.0322,6.0335,1.803,132.4,1.467
1/5/98,1.558117794,0.612369871,1.4264,2.0557,6.0999,1.8223,133.99,1.4803
1/6/98,1.575547503,0.61218243,1.431,2.0521,6.0968,1.821,133.88,1.479
1/7/98,1.558846454,0.615271027,1.4297,2.056,6.107,1.8235,131.7,1.4765
1/8/98,1.574059499,0.620578379,1.4317,2.0514,6.0905,1.8203,132.49,1.4732
1/9/98,1.545595054,0.618620476,1.4255,2.0498,6.0885,1.8183,131.52,1.4763
1/12/98,1.555209953,0.616484804,1.4345,2.0482,6.0858,1.8177,NA,1.4744
1/13/1998,1.54679041,0.611807892,1.4362,2.0512,6.0957,1.8203,131.72,1.4765
1/14/1998,1.545595054,0.613459297,1.4348,2.054,6.1035,1.8226,131.43,1.4828
1/15/1998,1.537751807,0.613496933,1.4369,2.0635,6.1333,1.831,130.41,1.4933
1/16/1998,1.51194436,0.612107486,1.4366,2.064,6.1262,1.831,128.88,1.4975
1/20/1998,1.502178158,0.614590376,1.439,2.0743,6.1672,1.8431,128.8,1.4983
1/21/1998,1.516300227,0.614854894,1.4437,2.0589,6.123,1.8275,127.5,1.4861
1/22/1998,1.516070346,0.606134077,1.4508,2.032,6.0425,1.803,127.22,1.4701
1/23/1998,1.508295626,0.599268892,1.4556,2.0085,5.968,1.7808,125.78,1.4449
1/26/1998,1.493875112,0.605143722,1.4498,2.0224,6.0185,1.7944,126.64,1.4585
1/27/1998,1.481920569,0.607017118,1.4545,2.0178,5.994,1.7898,NA,1.4498
1/28/1998,1.468428781,0.608642727,1.4568,2.0367,6.0555,1.807,125.26,1.4623
1/29/1998,1.481481481,0.609756098,1.4637,2.051,6.097,1.8212,125.38,1.4673
1/30/1998,1.459427904,0.612557427,1.4562,2.0648,6.137,1.8315,127.1,1.482
2/2/98,1.456027956,0.610500611,1.4529,2.05,6.0935,1.821,126.65,1.473
2/3/98,1.465201465,0.608902149,1.4512,2.0478,6.089,1.8174,126.02,1.4689
2/4/98,1.467997651,0.603136309,1.4471,2.0306,6.0372,1.801,123.78,1.459
2/5/98,1.4781966,0.604412209,1.4388,2.018,5.999,1.788,123.31,1.4473
2/6/98,1.492537313,0.606980273,1.4285,2.0308,6.0258,1.8038,124.26,1.4556
2/9/98,1.486988848,0.612070021,1.4354,2.048,6.092,1.8158,124.28,1.4653
2/10/98,1.467566774,0.616142945,1.4295,2.043,6.0738,1.8115,NA,1.465
2/11/98,1.474926254,0.612594952,1.4363,2.0504,6.096,1.8189,123.53,1.4633
2/12/98,1.477104874,0.610537884,1.4383,2.04,6.0665,1.809,123.78,1.451
2/13/1998,1.486988848,0.611807892,1.4431,2.056,6.113,1.8237,125.37,1.4655
2/17/1998,1.495886313,0.613045611,1.4405,2.0585,6.1095,1.8266,126.87,1.4731
2/18/1998,1.492091913,0.609942056,1.4355,2.0507,6.098,1.82,126.35,1.469
2/19/1998,1.479289941,0.611433812,1.4235,2.0555,6.1135,1.8237,126.25,1.4715
2/20/1998,1.488981537,0.611134877,1.4205,2.06,6.116,1.8231,127.73,1.4705
2/23/1998,1.499250375,0.607164542,1.4246,2.0221,6.0245,1.7917,128.92,1.4506
2/24/1998,1.501726986,0.607718019,1.4218,2.0298,6.0365,1.8004,128.15,1.4539
2/25/1998,1.502629602,0.606648872,1.4232,2.0416,6.0655,1.8116,NA,1.4653
2/26/1998,1.489646954,0.607976654,1.4205,2.0431,6.08,1.8116,127.72,1.4655
2/27/1998,1.473839352,0.607791892,1.4236,2.045,6.0835,1.8141,126.12,1.4662
3/2/98,1.465201465,0.607090821,1.425,2.044,6.0775,1.8127,125.38,1.466
3/3/98,1.471453796,0.605143722,1.4187,2.0388,6.082,1.809,126.05,1.4694
3/4/98,1.482579689,0.607533414,1.4222,2.0483,6.088,1.8151,126.79,1.477
3/5/98,1.497005988,0.607902736,1.4185,2.0591,6.1222,1.826,127.61,1.4841
3/6/98,1.498127341,0.612557427,1.4185,2.0688,6.1495,1.8357,128.42,1.4939
3/9/98,1.498800959,0.611097531,1.4143,2.0618,6.132,1.829,127.78,1.495
3/10/98,1.497005988,0.610463342,1.414,2.064,6.1405,1.8315,127.63,1.4915
3/11/98,1.499250375,0.607275156,1.4075,2.0678,6.1535,1.8352,NA,1.493
3/12/98,1.493651979,0.603828271,1.4113,2.06,6.1263,1.8274,129.25,1.4853
3/13/1998,1.479289941,0.600312162,1.41,2.0503,6.101,1.8195,128.23,1.4765
3/16/1998,1.492537313,0.599448507,1.4138,2.0545,6.1075,1.8213,129.4,1.4825
3/17/1998,1.489203276,0.597264528,1.4165,2.0503,6.093,1.8179,129.41,1.4788
3/18/1998,1.506704837,0.598408234,1.4189,2.0603,6.1277,1.8287,130.17,1.4905
3/19/1998,1.509206158,0.599592277,1.418,2.0632,6.135,1.8296,130.43,1.4939
3/20/1998,1.504890895,0.600853212,1.4182,2.067,6.145,1.8334,130.34,1.4993
3/23/1998,1.502629602,0.595592615,1.422,2.059,6.1225,1.8266,130.28,1.4902
3/24/1998,1.488981537,0.596979285,1.4198,2.0598,6.1255,1.8276,130.25,1.49
3/25/1998,1.492537313,0.597407253,1.4103,2.061,6.126,1.8276,NA,1.494
3/26/1998,1.483239395,0.59311981,1.412,2.0549,6.1113,1.8223,128.71,1.4895
3/27/1998,1.483679525,0.59435364,1.4147,2.0585,6.1185,1.8265,130.17,1.4972
3/30/1998,1.508068165,0.596125186,1.4225,2.0803,6.185,1.8466,132.16,1.521
3/31/1998,1.512172993,0.596480763,1.418,2.0844,6.195,1.85,133.29,1.5245
4/1/98,1.517450683,0.597371565,1.4175,2.089,6.213,1.8542,133.76,1.5335
4/2/98,1.526018617,0.600060006,1.4195,2.0883,6.205,1.8517,133.5,1.5317
4/3/98,1.522533496,0.60331825,1.421,2.0858,6.206,1.8515,135.05,1.5302
4/6/98,1.516300227,0.60114217,1.4185,2.076,6.1765,1.8425,134.71,1.5285
4/7/98,1.515840534,0.600312162,1.4223,2.0732,6.1715,1.8408,133.68,1.5297
4/8/98,1.522070015,0.599412576,1.4246,2.0515,6.102,1.8205,NA,1.5104
4/9/98,1.526717557,0.597907324,1.4251,2.0515,6.101,1.8202,130.21,1.5127
4/10/98,1.523229246,0.598157674,1.4266,2.0542,6.1125,1.8238,128.96,1.5156
4/13/1998,1.526018617,0.599952004,1.432,2.0553,6.1145,1.8244,129.52,1.5123
4/14/1998,1.545595054,0.593824228,1.4345,2.0322,6.0465,1.8035,129.35,1.4925
4/15/1998,1.540832049,0.594177065,1.4395,2.0263,6.0275,1.7985,129.45,1.493
4/16/1998,1.538461538,0.591366056,1.4369,2.035,6.0585,1.807,131.78,1.5041
4/17/1998,1.540832049,0.593824228,1.4295,2.0378,6.0645,1.8088,131.85,1.5005
4/20/1998,1.549186677,0.596765531,1.428,2.0275,6.0315,1.7992,132.23,1.4937
4/21/1998,1.541544628,0.596587519,1.431,2.0141,5.996,1.7887,131.33,1.4825
4/22/1998,1.534919417,0.598157674,1.4327,2.0179,6.009,1.792,NA,1.484
4/23/1998,1.530221882,0.600060006,1.4345,2.0265,6.039,1.801,130.19,1.491
4/24/1998,1.536806516,0.599592277,1.436,2.0158,6.006,1.7918,130.9,1.4903
4/27/1998,1.544878727,0.597621467,1.4385,2.0107,5.991,1.7875,132.09,1.486
4/28/1998,1.552795031,0.599772087,1.439,2.018,6.015,1.7942,132.19,1.493
4/29/1998,1.542020046,0.598730691,1.4376,2.0208,6.0175,1.7948,132.05,1.4955
4/30/1998,1.533742331,0.597835834,1.4302,2.02,6.017,1.7944,132.37,1.5005
5/1/98,1.533742331,0.59970015,1.434,2.0018,5.961,1.7783,133.01,1.4883
5/4/98,1.550387597,0.600240096,1.435,2.006,5.969,1.7802,132.98,1.4895
5/5/98,1.559575795,0.602228245,1.439,1.9972,5.944,1.7721,131.74,1.4835
5/6/98,1.569858713,0.60204696,1.4391,1.9897,5.92,1.7656,NA,1.4735
5/7/98,1.569119724,0.606612072,1.44,1.987,5.9135,1.7636,133.09,1.4703
5/8/98,1.573564123,0.610500611,1.4367,1.9955,5.938,1.7707,132.88,1.4795
5/11/98,1.569612306,0.613496933,1.4335,2.0035,5.962,1.7796,132.84,1.486
5/12/98,1.579778831,0.61173304,1.4323,2,5.951,1.7745,134,1.4805
5/13/1998,1.593371574,0.613195977,1.4448,2.0045,5.9647,1.778,134.18,1.4809
5/14/1998,1.594896332,0.613271189,1.448,2.0078,5.9755,1.7817,134.23,1.484
5/15/1998,1.594896332,0.614326084,1.4508,2.0127,5.99,1.7861,134.39,1.4879
5/18/1998,1.607458608,0.615953188,1.4497,2.0147,5.995,1.7871,135.95,1.488
5/19/1998,1.603592046,0.616067028,1.4502,2.0112,5.983,1.7838,136.34,1.4825
5/20/1998,1.598721023,0.612294881,1.4498,1.9947,5.937,1.7704,NA,1.4758
5/21/1998,1.586294416,0.613308801,1.4475,1.9817,5.894,1.759,135.65,1.4645
5/22/1998,1.583531275,0.612820199,1.4496,1.9825,5.8995,1.7593,135.77,1.465
5/26/1998,1.606425703,0.611060189,1.4549,1.9928,5.9305,1.7684,137.38,1.47
